School_Name,Address,City_Town,Postal_Code,School_Board,School_ID,Breakfast,Lunch,Snack
ST DOMINIC,2405 Rebecca St,Oakville,L6L2B1,Halton CDSB,786861,Yes,,
ST DOMINIC,2405 Rebecca St,Oakville,L6L2B1,Halton CDSB,786861,Yes,,
ST JOAN OF ARC,2912 Westoak Trails Blvd,Oakville,L6M4T7,Halton CDSB,801283,Yes,,
ST. ANDREW,145 Millbank Dr,Oakville,L6H6G3,Halton CDSB,768936,Yes,,
ST. BERNADETTE,1201 Heritage Way,Oakville,L6M3A4,Halton CDSB,777650,Yes,,
ST. BERNADETTE,1201 Heritage Way,Oakville,L6M3A4,Halton CDSB,777650,Yes,,
ST. IGNATIOUS OF LOYOLA,1550 Nottinghill Gate,Oakville,L6M1S2,Halton CDSB,798010,Yes,,
ST. IGNATIOUS OF LOYOLA,1550 Nottinghill Gate,Oakville,L6M1S2,Halton CDSB,798010,Yes,,
ST. JAMES,255 Morden Rd,Oakville,L6K2S2,Halton CDSB,798827,Yes,,
ST. JAMES,255 Morden Rd,Oakville,L6K2S2,Halton CDSB,798827,Yes,,
ST. JOHN,1480 Mansfield Dr,Oakville,L6H1K4,Halton CDSB,805530,Yes,,
ST. JOHN,1480 Mansfield Dr,Oakville,L6H1K4,Halton CDSB,805530,Yes,,
St. JOSEPH,477 Warminister Dr,Oakville,L6L4N4,Halton CDSB,814296,Yes,,
ST. LUKE,2750 Kingsway Dr,Oakville,L6J7G5,Halton CDSB,820679,Yes,,
St. MATTHEW,1050 Nottinghill Gate,Oakville,L6M2G3,Halton CDSB,823180,Yes,,
ST. MICHAEL,165 Sewell Dr,Oakville,L6H1E3,Halton CDSB,834319,Yes,,
ST. MICHAEL,165 Sewell Dr,Oakville,L6H1E3,Halton CDSB,834319,Yes,,
ST. THOMAS AQUINAS,124 Dorval Dr,Oakville,L6K2W1,Halton CDSB,854212,Yes,,
ST. THOMAS AQUINAS,124 Dorval Dr,Oakville,L6K2W1,Halton CDSB,854212,Yes,,
THOMAS A. BLAKELOCK,1160 Rebecca St,Oakville,L6L1Y9,Halton DSB,947539,Yes,,
THOMAS A. BLAKELOCK,1160 Rebecca St,Oakville,L6L1Y9,Halton DSB,947539,Yes,,
THOMAS A. BLAKELOCK,1160 Rebecca St,Oakville,L6L1Y9,Halton DSB,947539,Yes,,
THOMAS MERTON,171 Speers Rd,Oakville,L6K3W8,Halton CDSB,684465,Yes,,
W.H. MORDEN,180 Morden Rd,Oakville,L6K2S2,Halton DSB,579742,Yes,,
W.H. MORDEN,180 Morden Rd,Oakville,L6K2S2,Halton DSB,579742,Yes,,
WHITE OAKS HS,1330 Montclair Dr,Oakville,L6H1Z5,Halton DSB,953121,Yes,,
WHITE OAKS HS,1330 Montclair Dr,Oakville,L6H1Z5,Halton DSB,953121,Yes,,
Mariposa E.S.,755 Eldon Rd RR 2,Oakwood,K0M2M0,Trillium Lakelands DSB,329460,Yes,,
Crestview PS,4452 Oliver Road RR 1,"Oliver Paipoonge, Murillo",P0T2G0,Lakehead DSB,127868,Yes,,
Lady Eaton P.S.,17 James St,Omemee,K0L2W0,Trillium Lakelands DSB,417378,Yes,,Yes
Scott Young Public School,27 Walnut St,Omemee,K0L2W0,Trillium Lakelands DSB,503630,Yes,,
Dufferin Centre,..,Orangeville,L9W3T8,..,…,Yes,,
Island Lake Public School,50 Oak Ridge Dr,Orangeville,L9W5J6,Upper Grand DSB,418765,Yes,,
Laurelwoods Elementary School,374027 6 TH LINE RR 7,Orangeville,L9W2Z3,Upper Grand DSB,311316,Yes,,
Oasis,..,Orangeville,L9W1S8,..,…,Yes,,
Orangeville District Secondary ,22 Faulkner St,Orangeville,L9W2G7,Upper Grand DSB,932450,Yes,,
Parkinson Centennial Public School- Breakfast,120 Lawrence Ave,Orangeville,L9W1S8,Upper Grand DSB,434639,Yes,,
Parkinson Centennial Public School -Lunch,120 Lawrence Ave,Orangeville,L9W1S8,Upper Grand DSB,434639,Yes,,
Princess Elizabeth Breakfast,51 Elizabeth St,Orangeville,L9W1C5,Upper Grand DSB,457159,Yes,,
Princess Elizabeth Lunch ,51 Elizabeth St,Orangeville,L9W1C5,Upper Grand DSB,457159,Yes,,
Princess Margaret Public School,51 Wellington St,Orangeville,L9W2L6,Upper Grand DSB,457930,Yes,,
St. Benedict Separate School,345 Blind Line,Orangeville,L9W4X1,Dufferin-Peel CDSB,776742,Yes,,
St. Peter Catholic School Orangeville,46 Dawson Rd,Orangeville,L9W2W3,Dufferin-Peel CDSB,843547,Yes,,
Westside Secondary School,300 Alder St,Orangeville,L9W5A2,Upper Grand DSB,947253,Yes,,
Montgomery Village Public School breakfast,70 Montgomery Blvd,Orangville,L9W5H6,Upper Grand DSB,368822,Yes,,
Spencer Avenue Public School,15 Spencer Ave,Orangville,L9W5E6,Upper Grand DSB,477283,Yes,,
Couchiching Heights Public School,455 LACLIE ST,Orillia,L3V4P7,Simcoe County DSB,125482,Yes,,
Ecole Samuel de Champlain,275 Park rue,Orillia,L3V5W1,CSDC Centre-Sud,758965,Yes,,
Harriett Todd Public School,11 George St,Orillia,L3V2V1,Simcoe County DSB,244996,Yes,,
Lions Oval Public School,25 BRANT ST,Orillia,L3V3N6,Simcoe County DSB,87934,Yes,,
Marchmont Public School,1902 DIVISION RD West,Orillia,L3V6H2,Simcoe County DSB,337862,Yes,,
Monsignor Lee School,14 Fitton's Rd E,Orillia,L3V2H9,Simcoe Muskoka CDSB,732354,Yes,,
Notre Dame School,140 Atlantis Dr.,Orillia,L3V6H2,Simcoe Muskoka CDSB,737372,Yes,,
Orchard Park Elementary School,24 Calverley St,Orillia,L3V3T4,Simcoe County DSB,419346,Yes,,
Orillia Secondary School,250 Collegiete ,Orillia,L3V7S5,Simcoe County DSB,968729,Yes,,
Patrick Forgarty Catholic Secondary School,15 Commerce Rd,Orillia,L3V6S3,Simcoe Muskoka CDSB,751103,Yes,,
Regent Park P.S.,485 Regent St,Orillia,L3V4E2,Simcoe County DSB,480037,Yes,,
Simcoe CDSBASS-County Outreach Program,381 Birch St,Orillia,L3V6G5,Simcoe County DSB,948870,Yes,,
Simcoe CDSBASS-Orillia Campus,575 WEST ST,Orillia,L3V4R8,Simcoe County DSB,902276,Yes,,Yes
Simcoe CDSBASS-School Within a College,381 Birch St,Orillia,L3V2P5,Simcoe County DSB,948870,Yes,Yes,
St. Bernards Catholic School,255 Oxford St,Orillia,L3V1H6,Simcoe Muskoka CDSB,779849,Yes,,
Twin Lakes Secondary School,381 Birch St,Orillia,L3V2P5,Simcoe County DSB,948870,,Yes,
Uptergrove Public School,4833 Muley Point Rd,Orillia,L3V6H7,Simcoe County DSB,337030,Yes,,
Orillia Learning Centre,575 WEST ST,Orilllia,L3V7N6,Simcoe County DSB,902276,Yes,Yes,
Guthrie Public School,22 5 LINE RR 1,Oro Station,L0L2E0,Simcoe County DSB,233480,Yes,,
Orono Public School,171 Church St,Orono,L0B1M0,Kawartha Pine Ridge DSB,109010,Yes,,
Adelaide McLaughlin Public School,630 Stevenson Rd N,Oshawa,L1J5P1,Durham DSB,2801,,,Yes
Beau Valley Public School,230 Marigold Ave,Oshawa,L1G3G3,Durham DSB,38083,,,Yes
Bobby Orr Public School,7 Waterloo St,Oshawa,L1H8V9,Durham DSB,33880,Yes,,
Clara Hughes Public School,250 Harmony Rd. S.,Oshawa,L1H6T9,Durham DSB,22128,Yes,,
College Hill P.S.,530 Laval St,Oshawa,L1J6R2,Durham DSB,117463,Yes,Yes,Yes
Coronation Public School,441 Adelaide Ave E,Oshawa,L1G2A4,Durham DSB,124222,Yes,,
David Bouchard Public School,460 Wilson Road,Oshawa,L1H6C9,Durham DSB,170662,Yes,,
Dr. C. F. Cannon Public School,1196 Cedar St,Oshawa,L1J3S2,Durham DSB,147109,Yes,,Yes
Durham Alternative Secondary School- Oshawa,421 Pine Ave,Oshawa,L1J2H9,Durham DSB,905585,Yes,Yes,Yes
Durham Alternative Secondary School-North,421 Pine Ave,Oshawa,L1J2H9,Durham DSB,905585,Yes,Yes,
Durham Family Court Clinic,..,Oshawa,L1G1C7,..,…,Yes,Yes,Yes
E.A. Lovell Centre (Durham Continuing Education),120 Centre St South,Oshawa,L1H4A3,Durham DSB,992224,Yes,Yes,Yes
Eastdale Collegiate and Vocational Institute,265 Harmony Rd N,Oshawa,L1G6L4,Durham DSB,906565,Yes,,
École Antonine Maillet,615 Ridgeway av,Oshawa,L1J2W3,CS Viamonde,156167,Yes,,
Father Donald MacLellan Catholic Secondary Schoo(Oshawa) Re engagement,1500 HOPKINS ST,Oshawa,L1H1G5,Durham CDSB,682867,Yes,,
Father Donald MacLellan Catholic Secondary School - Centre for Success,1500 HOPKINS ST,Oshawa,L1H7K4,Durham CDSB,682867,Yes,,Yes
Father Joseph Venini Catholic School,120 Glovers Rd,Oshawa,l1F3X9,Durham CDSB,706990,Yes,,
Forest View Public School,65 Athabasca Street,Oshawa,L1H7H7,Durham DSB,531551,,,Yes
G.L. Roberts CVI,399 Chaleur Ave,Oshawa,L1J1G5,Durham DSB,911291,Yes,,
Glen Street Public School,929 Glen St,Oshawa,L1J3T9,Durham DSB,218103,Yes,,
Glenholm and Grove School,1356 Simcoe St S,Oshawa,L1H4M4,Durham DSB,640425,Yes,,Yes
Gordon B. Attersley PS,1110 Attersley Dr,Oshawa,L1K1X8,Durham DSB,221805,Yes,,
Harmony Heights Public School,590 Galahad Dr,Oshawa,L1K1M2,Durham DSB,244791,Yes,,
Hillsdale Public School,525 Oshawa Blvd N,Oshawa,L1G5T6,Durham DSB,259160,Yes,,
Kedron Public School,1935 Ritson Rd N,Oshawa,L1H7K5,Durham DSB,124745,Yes,,
Lakewoods Public School,323 Chaleur Ave,Oshawa,L1J1G5,Durham DSB,99872,Yes,,
Mary Street Community School,110 Mary St N,Oshawa,L1G7S2,Durham DSB,348503,Yes,,Yes
Maxwell Heights Secondary School,1100 Coldstream Drive,oshawa,L1K0N1,Durham DSB,932345,Yes,,
Mon. Paul Dwyer C.H.S.,700 Stevenson Rd N,Oshawa,L1J5P5,Durham CDSB,741310,Yes,,
Monsignor John Pereyma Catholic Secondary School,316 Conant St,Oshawa,L1H3S6,Durham CDSB,735060,Yes,Yes,
Monsignor Philip Coffey C.S.,1324 Oxford St,Oshawa,L1J3W6,Durham CDSB,845884,Yes,,
Norman G. Powers Public School,1555 Coldstream Drive,Oshawa,L1K3B5,Durham DSB,450298,,,Yes
O'Neill Collegiate and Vocational Institiute,301 Simcoe St N,Oshawa,L1G4T2,Durham DSB,932329,Yes,,
Queen Elizabeth Public School,1205 Simcoe St N,Oshawa,L1G4X1,Durham DSB,463396,Yes,,
R.S. Mc Laughlin C.V.I,570 Stevenson Rd N,Oshawa,L1J5P1,Durham DSB,937525,Yes,,
"Rose of Durham, young parents support servicesl (Alternative) Program",421 Pine Ave,Oshawa,L1J2L7,Durham DSB,905585,Yes,Yes,
Seneca Trail Public School,1915 Queensbury Drive,Oshawa,L1Y1A8,Durham DSB,197235,,,Yes
Sir Albert Love Catholic School,425 Wilson Rd N,Oshawa,L1G6E6,Durham CDSB,764434,Yes,,
St. Christopher Catholic School,431 Annapolis Ave,Oshawa,L1J2Y5,Durham CDSB,784133,,,Yes
St. Hedwig Catholic School,421 Olive Ave,Oshawa,L1H2R2,Durham CDSB,796352,Yes,Yes,
St. Joseph Catholic School,1200 Summerwood Heights,Oshawa,L1K0C2,Durham CDSB,814423,,,Yes
"St. Thomas Aquinas Catholic School, Oshawa",400 Pacific Ave,Oshawa,L1J1V9,Durham CDSB,854980,Yes,,Yes
Village Union Public School,240 Simcoe St S,Oshawa,L1H4H4,Durham DSB,577049,Yes,,
Vincent Massey Public School - Oshawa,211 Harmony Rd N,Oshawa,L1G2L4,Durham DSB,577669,,,Yes
Walter E. Harris Public School,495 Central Park Blvd N,Oshawa,L1G6A2,Durham DSB,93700,Yes,,
Waverly Public School- Oshawa,100 Waverly St S,Oshawa,L1J5V1,Durham DSB,590916,Yes,,
Woodcrest PS,506 Woodcrest Ave,Oshawa,L1J2T8,Durham DSB,617440,Yes,,Yes
Adult HS,300 Rochester St,Ottawa,K1R7N4,Ottawa-Carleton DSB,947210,Yes,,
Agincourt Road PS,1250 Agincourt Rd,Ottawa,K2C2J2,Ottawa-Carleton DSB,4626,,,Yes  
Algonquin College Offsite HS,..,Ottawa,K2H7A1,..,…,Yes,,
Alta Vista PS,1349 Randall Ave,Ottawa,K1H7R2,Ottawa-Carleton DSB,13986,Yes,,
Arch Street PS,2129 Arch St,Ottawa,K1G2H5,Ottawa-Carleton DSB,20354,Yes,,
Assumption,236 Levis Ave,Ottawa,K1L6H8,Ottawa CDSB,688193,Yes,,
AY Jackson SS,150 Abbeyhill Dr,Ottawa,K2L1H7,Ottawa-Carleton DSB,890243,,,Yes
Bayshore PS,145 Woodridge Cres,Ottawa,K2B6K1,Ottawa-Carleton DSB,36340,Yes,,
Bayview PS,185 Owl Dr,Ottawa,K1V9K3,Ottawa-Carleton DSB,36862,, ,Yes
Bell HS,40 Cassidy Rd,Ottawa,K2H6K1,Ottawa-Carleton DSB,894362,, ,Yes
Bells Corners PS,3770 Richmond Rd,Ottawa,K2H5C3,Ottawa-Carleton DSB,41670,Yes, ,
Berrigan PS,199 Berrigan Dr,Ottawa,K2J5C6,Ottawa-Carleton DSB,40665,Yes, ,
Blossom Park PS,3810 Sixth St,Ottawa,K1T1K6,Ottawa-Carleton DSB,55069,Yes, ,
Brookfield HS,824 Brookfield Rd,Ottawa,K1V6J3,Ottawa-Carleton DSB,896705,Yes, ,
Cambridge Street Community PS,250 Cambridge St N,Ottawa,K1R7B2,Ottawa-Carleton DSB,76511,Yes, ,
Canterbury HS,900 Canterbury Ave,Ottawa,K1G3A7,Ottawa-Carleton DSB,898317,Yes, ,
Carleton Heights PS,1660 Prince of Wales Dr,Ottawa,K2C1P4,Ottawa-Carleton DSB,84832,, ,Yes
Carson Grove ES,1401 Matheson Rd,Ottawa,K1J8B5,Ottawa-Carleton DSB,86240,Yes, ,
Centennial PS,376 Gloucester St,Ottawa,K1R5E8,Ottawa-Carleton DSB,90182,Yes, ,
Centre professionel et technique Minto,801 de l'Aviation prom.,Ottawa,K1K4R3,CSDC du Centre-Est de l'Ontario,705373,Yes, ,
Century PS,8 Redpine Dr,Ottawa,K2E6S9,Ottawa-Carleton DSB,99449,Yes, ,
Chapman Mills PS,260 Leamington Way,Ottawa,K2J3V1,Ottawa-Carleton DSB,282953,Yes, ,
Charles H Hulse PS ,2605 Alta Vista Dr,Ottawa,K1H7K9,Ottawa-Carleton DSB,101869,Yes, ,
Charlotte-Lemieux,2093 Bel-Air promenade,Ottawa,K2C0X2,CÉP de l'Est de l'Ontario,412597,Yes, ,
Clifford Bowey Centre for Special Education ,1300 Kitchener Ave,Ottawa,K1V6W2,Ottawa-Carleton DSB,671053,Yes, ,
Colonel By,2381 Ogilvie Rd,Ottawa,K1J7N4,Ottawa-Carleton DSB,902586,Yes, ,
Connaught PS,1149 Gladstone Ave,Ottawa,K1Y3H7,Ottawa-Carleton DSB,121886,Yes, ,Yes
Corpus Christi,157 Fourth Ave,Ottawa,K1S5H5,Ottawa CDSB,699896,, ,Yes
Crystal Bay Centre for Special Education,31 Moodie Dr,Ottawa,K2H8G1,Ottawa-Carleton DSB,671207,Yes, ,
D. Aubrey Moodie IS,595 Moodie Dr,Ottawa,K2H8A8,Ottawa-Carleton DSB,131156,Yes, ,
D. Roy Kennedy PS,919 Woodroffe Ave,Ottawa,K2A3G9,Ottawa-Carleton DSB,131504,Yes, ,
De La Salle,501 ancienne St-Patrick rue,Ottawa,K1N8R3,CÉP de l'Est de l'Ontario,907430,Yes, ,
Des Pins,1487 Ridgebrook prom.,Ottawa,K1B4K6,CSDC du Centre-Est de l'Ontario,764264,Yes, ,
Des Pionniers,720 Merkley prom.,Ottawa,K4A1L8,CSDC du Centre-Est de l'Ontario,703168,Yes, ,
Devonshire PS,100 Breezehill Ave,Ottawa,K1Y2H5,Ottawa-Carleton DSB,139432,, ,Yes
Divine Infant ,8100 Jeanne d'Arc Blvd,Ottawa,K1E2E1,Ottawa CDSB,700193,, ,Yes
Dr. F.J. McDonald,2860 Ahearn Ave,Ottawa,K2B6Z9,Ottawa CDSB,691100,Yes, ,
Dunlop  PS,1310 Pebble Rd,Ottawa,K1V7R8,Ottawa-Carleton DSB,153508,Yes, ,
Éducation permanente/ La Relance & REPERE,..,Ottawa,K1K1N1,..,…,Yes, ,
Elgin Street PS,310 Elgin St,Ottawa,K2P1M4,Ottawa-Carleton DSB,170763,, ,Yes
Elizabeth Park PS,15 De Niverville PVT,Ottawa,K1V7N9,Ottawa-Carleton DSB,171247,Yes, ,
Elizabeth Wyn Wood Alt. SS,..,Ottawa,K2G1H6,..,505927,Yes, ,
Emily Carr MS,2681 Innes Rd,Ottawa,K1B3J7,Ottawa-Carleton DSB,50261,Yes, ,
Featherston Drive PS,1801 Featherston Dr,Ottawa,K1H6P4,Ottawa-Carleton DSB,193640,Yes, ,
Fielding Drive ES,777 Fielding Dr,Ottawa,K1V7G1,Ottawa-Carleton DSB,196266,Yes, ,
Fisher Park PS /Summit Alternative,250 Holland Ave,Ottawa,K1Y0Y6,Ottawa-Carleton DSB,197211,Yes, ,
Franco-Cité,"623, Smyth chemin",Ottawa,K1G1N7,CSDC du Centre-Est de l'Ontario,705233,Yes, ,
Francojeunesse,119 Osgoode rue,Ottawa,K1N6S3,CÉP de l'Est de l'Ontario,419796,Yes, ,
Franco-Ouest,411 Seyton prom.,Ottawa,K2H8X1,CSDC du Centre-Est de l'Ontario,750107,, ,Yes
Frank Ryan ,128 Chesterton Dr,Ottawa,K2E5T8,Ottawa CDSB,707724,Yes, ,
Frederick Banting Alt. SS,1453 Stittsville Main St,Ottawa,K2S1A3,Ottawa-Carleton DSB,911143,Yes, ,
Gabrielle-Roy,3395 Daoust avenue,Ottawa,K1T4A8,CÉP de l'Est de l'Ontario,204986,Yes, ,
General Vanier PS,1025 Harkness Ave,Ottawa,K1V6N9,Ottawa-Carleton DSB,211583,, ,Yes
Gisèle-Lalonde,500 Millennium boulevard,Ottawa,K4A4X3,CÉP de l'Est de l'Ontario,912662,, ,Yes
Glashan PS,28 Arlington Ave,Ottawa,K2P1C2,Ottawa-Carleton DSB,216658,Yes, ,
Glebe CI,212 Glebe Ave,Ottawa,K1S2C9,Ottawa-Carleton DSB,912697,, ,Yes
Glen Cairn PS,182 Morrena Rd,Ottawa,K2L1E1,Ottawa-Carleton DSB,224197,Yes, ,
Glen Ogilvie PS,46 Centrepark Dr,Ottawa,K1B3C1,Ottawa-Carleton DSB,392197,, ,Yes
Gloucester HS,2060 Ogilvie Rd,Ottawa,K1J7N8,Ottawa-Carleton DSB,913472,Yes, ,
Good Shepherd ,101 Bearbrook Rd,Ottawa,K1B3H5,Ottawa CDSB,689971,, ,Yes
Grant Alternative,2625 Draper Ave,Ottawa,K2H7A1,Ottawa-Carleton DSB,227579,Yes, ,
Hawthorne PS,2158 St. Laurent Blvd,Ottawa,K1G1A9,Ottawa-Carleton DSB,250848,Yes, ,Yes
Henry Munro ES,2105 Kender Ave,Ottawa,K1J6J7,Ottawa-Carleton DSB,252875,Yes, ,
Heritage PS,1375 Colonial Rd,Ottawa,K4B1N1,Ottawa-Carleton DSB,356980,, ,Yes
Hillcrest HS,1900 Dauphin Rd,Ottawa,K1G2L7,Ottawa-Carleton DSB,916854,, ,Yes
Hilson Avenue PS,407 Hilson Ave,Ottawa,K1Z6B9,Ottawa-Carleton DSB,259810,, ,Yes
Holy Cross,2820 Springland Dr,Ottawa,K1V6M4,Ottawa CDSB,864609,, ,Yes
Holy Family ,245 Owl Dr,Ottawa,K1V9K3,Ottawa CDSB,741485,, ,Yes
Horizon-Jeunesse,349 Olmstead rue,Ottawa,K1L1B1,CSDC du Centre-Est de l'Ontario,701688,Yes, ,
Immaculata HS,140 Main St,Ottawa,K1S5P4,Ottawa CDSB,721085,, ,Yes
Jeunes Parents,2445 St-Laurent boulevard,Ottawa,K1L7X5,CÉP de l'Est de l'Ontario,647004,Yes, ,
JH Putman PS,2051 Bel-Air Dr,Ottawa,K2C0X2,Ottawa-Carleton DSB,279960,Yes, ,
John Young ES,101 Malvern Dr,Ottawa,K2L1W7,Ottawa-Carleton DSB,286168,Yes, ,
Katimavik ES,64 Chimo Dr,Ottawa,K2L1Y9,Ottawa-Carleton DSB,287156,Yes, ,Yes
La Vérendrye,614 Eastvale prom.,Ottawa,K1J6Z6,CSDC du Centre-Est de l'Ontario,725536,, ,Yes
Lady Evelyn Alternative,63 Evelyn Ave,Ottawa,K1S0C6,Ottawa-Carleton DSB,452440,Yes, ,Yes
Lakeview PS,35 Corkstown Rd,Ottawa,K2H7V4,Ottawa-Carleton DSB,305057,, ,Yes
L'Alternative,2445 St-Laurent boulevard,Ottawa,K1G6C3,CÉP de l'Est de l'Ontario,920550,Yes, ,
Lamoureux,2540 Kaladar av.,Ottawa,K1V8C5,CSDC du Centre-Est de l'Ontario,725633,Yes, ,
Laurier-Carrière,14 Four Seasons prom.,Ottawa,K2E7P8,CSDC du Centre-Est de l'Ontario,734314,Yes, ,Yes
Le Carrefour (adultes),2445 St-Laurent boulevard,Ottawa,K1G6C3,CÉP de l'Est de l'Ontario,992712,, ,Yes
Le Phare PS,1965 Naskapi Dr,Ottawa,K1J8M9,Ottawa-Carleton DSB,37699,Yes, ,
Le Transit,..,Ottawa,K1L7X5,..,…,Yes, ,
Le Trillium,307 Montgomery rue,Ottawa,K1L7W8,CÉP de l'Est de l'Ontario,156051,Yes, ,
Leslie Park PS,20 Harrison St,Ottawa,K2H7N5,Ottawa-Carleton DSB,311758,, ,Yes
Lester B. Pearson HS,2072 Jasmine Cres,Ottawa,K1J8M5,Ottawa CDSB,689181,Yes, ,
L'Odyssée,1770 Grey Nuns promenade,Ottawa,K1C1C3,CÉP de l'Est de l'Ontario,156108,, ,Yes
Louis-Riel ,1655 Bearbrook chemin,Ottawa,K1B4N3,CÉP de l'Est de l'Ontario,904945,Yes, ,
Manor Park PS,100 Braemar St,Ottawa,K1K3C9,Ottawa-Carleton DSB,332356,Yes, ,
Manordale PS,16 Carola St,Ottawa,K2G0Y1,Ottawa-Carleton DSB,332488,Yes, ,
Maple Ridge PS,1000 Valin St,Ottawa,K4A4B5,Ottawa-Carleton DSB,129690,Yes, ,
Marie-Curie,837 Quinlan chemin,Ottawa,K1G1R7,CÉP de l'Est de l'Ontario,164852,Yes, ,
Marius-Barbeau,1345 Nottinghill av.,Ottawa,K1V6T3,CSDC du Centre-Est de l'Ontario,753157,, ,Yes
Merivale HS,1755 Merivale Rd,Ottawa,K2G1E2,Ottawa-Carleton DSB,925691,, ,Yes
Metcalfe PS,2701 8th Line Rd,Ottawa,K0A2P0,Ottawa-Carleton DSB,423874,Yes, ,
MF McHugh - Alta Vista,..,Ottawa,K1K1L8,..,…,Yes, ,
MF McHugh - Brookfield,..,Ottawa,K1K1L8,..,…,, ,Yes
MF McHugh - Fisher Park,..,Ottawa,K1K1L8,..,…,Yes, ,
MF McHugh - Frank Ryan,..,Ottawa,K1K1L8,..,…,Yes, ,
MF McHugh - Immaculata/Back on Track,..,Ottawa,K1K1L8,..,…,Yes, ,
MF McHugh - St. Luke,..,Ottawa,K1K1L8,..,…,Yes, ,
MF McHugh - St. Paul,..,Ottawa,K1K1L8,..,…,Yes, ,
Michaëlle-Jean,11 Claridge promenade,Ottawa,K2J5A3,CÉP de l'Est de l'Ontario,327445,, ,Yes
Montfort,350 Den Haag rue,Ottawa,K1K0W9,CSDC du Centre-Est de l'Ontario,732397,Yes, ,
Mother Teresa HS,440 Longfields Dr,Ottawa,K2J4T1,Ottawa CDSB,733288,Yes, ,
Norman Johnston Alt. SS,2401 Cleroux Cres,Ottawa,K1W1A1,Ottawa-Carleton DSB,929425,Yes, ,
Notre Dame HS,710 Broadview Ave,Ottawa,K2A2M2,Ottawa CDSB,809020,Yes, ,
Notre-Dame-des-Champs,6280 Renaud Ch,Ottawa,K1W0H7,CSDC du Centre-Est de l'Ontario,735920,, ,Yes
Omer-Deslauriers,159 Chesterton promenade,Ottawa,K2E7E6,CÉP de l'Est de l'Ontario,907421,Yes, ,
Operation Come Home,..,Ottawa,K2P0A6,..,…,Yes, ,
Osgoode Township HS,2800 8th Line Rd,Ottawa,K0A2P0,Ottawa-Carleton DSB,932710,, ,Yes
Ottawa Technical SS,485 Donald St,Ottawa,K1K1L8,Ottawa-Carleton DSB,925403,Yes, ,
Our Lady of Fatima ,2135 Knightsbridge Rd,Ottawa,K2A0R3,Ottawa CDSB,753823,, ,Yes
Our Lady of Mount Carmel,675 Gardenvale Rd,Ottawa,K1K1C9,Ottawa CDSB,707821,Yes, ,
Our Lady of Peace ,3877 Richmond Road,Ottawa,K2H5C1,Ottawa CDSB,734349,Yes, ,Yes
Our Lady of Victory ,1175 Soderlind St,Ottawa,K2C3B3,Ottawa CDSB,749168,, ,Yes
Our Lady of Wisdom ,1565 St Georges St,Ottawa,K1E1R2,Ottawa CDSB,752193,, ,Yes
Pinecrest PS,1281 McWatters Rd,Ottawa,K2C3E7,Ottawa-Carleton DSB,444936,, ,Yes
Pleasant Park PS,564 Pleasant Park Rd,Ottawa,K1H5N1,Ottawa-Carleton DSB,448834,Yes, ,
Prince of Peace ,1620 Heatherington Rd,Ottawa,K1V9P5,Ottawa CDSB,711721,Yes, ,
Queen Elizabeth PS,689 St Laurent Blvd,Ottawa,K1K3A6,Ottawa-Carleton DSB,463523,Yes, ,
Queen Mary Street PS,557 Queen Mary St,Ottawa,K1K1V9,Ottawa-Carleton DSB,465089,Yes, ,
Regina Street PS,2599 Regina St,Ottawa,K2B6X4,Ottawa-Carleton DSB,480428,Yes, ,
Richard Pfaff Alt. SS & First Place Alternative,160 Percy St,Ottawa,K1R6E5,Ottawa-Carleton DSB,939420,Yes, ,
Rideau HS,815 St Laurent Blvd,Ottawa,K1K3A7,Ottawa-Carleton DSB,938432,Yes, ,
Ridgemont HS,2597 Alta Vista Dr,Ottawa,K1V7T3,Ottawa-Carleton DSB,938564,Yes, ,
Riverview Alternative,260 Knox Cres,Ottawa,K1G0K8,Ottawa-Carleton DSB,487180,Yes, ,
Robert Bateman PS,1250 Blohm Dr,Ottawa,K1G5R8,Ottawa-Carleton DSB,121690,Yes, ,
Robert E. Wilson PS,373 McArthur Ave,Ottawa,K1L6N5,Ottawa-Carleton DSB,487317,Yes, ,
Robert Hopkins PS,2011 Glenfern Ave,Ottawa,K1J6H2,Ottawa-Carleton DSB,487384,Yes, ,
Roberta Bondar PS,159 Lorry Greenberg Dr,Ottawa,K1T3J6,Ottawa-Carleton DSB,319937,Yes, ,
Rockcliffe Park PS,350 Buena Vista Rd,Ottawa,K1M1C1,Ottawa-Carleton DSB,488356,, ,Yes
Roger-St-Denis,186 Barrow crois.,Ottawa,K2L2C7,CSDC du Centre-Est de l'Ontario,753203,Yes, ,
Sainte-Anne,235 Beausoleil promenade,Ottawa,K1N8X8,CSDC du Centre-Est de l'Ontario,860573,Yes, ,
Sainte-Geneviève,2198 Arch rue,Ottawa,K1G2H7,CSDC du Centre-Est de l'Ontario,861871,Yes, ,
Sainte-Marie,2599 Innes chemin,Ottawa,K1B3J8,CSDC du Centre-Est de l'Ontario,709646,Yes, ,
Sainte-Thérèse-d'Avila,9575 Marionville chemin,Ottawa,K4R1E5,CSDC du Centre-Est de l'Ontario,740845,, ,Yes
Saint-François-d'Assise,35 Melrose av.,Ottawa,K1Y1T8,CSDC du Centre-Est de l'Ontario,793027,Yes, ,
Saint-Guillaume,5750 Buckland chemin,Ottawa,K0A3H0,CSDC du Centre-Est de l'Ontario,701971,Yes, ,
