School_Name,Address,City_Town,Postal_Code,School_Board,School_ID,Breakfast,Lunch,Snack
Marc Garneau C.I.,135 Overlea Blvd,Toronto,M3C1B3,Toronto DSB,933198,Yes,Yes, 
Market Lane PS,246 The Esplanade,Toronto,M5A4J6,Toronto DSB,342190,Yes,Yes, 
Marshal McLuhan S.S.,1107 Avenue Rd,Toronto,M5N3B1,Toronto CDSB,730653,Yes, , 
Martingrove C.I.,50 Winterton Dr,Toronto,M9B3G7,Toronto DSB,925136,Yes, , 
Mary Shadd PS,135 Hupfield Trail,Toronto,M1B4R6,Toronto DSB,348511,Yes, , 
Mary Ward Catholic Secondary School,3200 Kennedy Rd,Toronto,M1V3S8,Toronto CDSB,730882,Yes, , 
Michael Power/St Joseph High School,105 Eringate Dr,Toronto,M9C3Z7,Toronto CDSB,731820,Yes, , 
Monarch Park C.I.,1 Hanson St,Toronto,M4J1G6,Toronto DSB,927384,Yes,Yes, 
Monsignor Fraser College - Annex,486 Shaw St,Toronto,M6G3L3,Toronto CDSB,733474,Yes, , 
Monsignor Fraser College - Isabella,146 Isabella St,Toronto,M4Y1P6,Toronto CDSB,680354,Yes, , 
Monsignor Fraser College - Midland,2900 Midland Ave,Toronto,M1S3K8,Toronto CDSB,685100,Yes, , 
Monsignor Fraser College - Midland North,..,Toronto,M3N1W8,..,…,Yes, , 
Monsignor Fraser College - Norfinch,45 Norfinch Avenue,Toronto,M3N1P8,Toronto CDSB,927830,Yes, , 
Monsignor Fraser College - SAL Northeast,..,Toronto,M4Y1P6,..,…,Yes, , 
Monsignor Fraser College - SAL Southwest,..,Toronto,M6J1M5,..,…,Yes, , 
Monsignor Fraser College - St. Martin Campus (fromerly A.P.P.L.E. Program),..,Toronto,M4X1C5,..,…,Yes,Yes, 
Monsignor Percy Johnson C.H.S.,146 Isabella St,Toronto,M4Y1P6,Toronto CDSB,733490,Yes, , 
Montrose Jr PS,301 Montrose Ave,Toronto,M6G3G9,Toronto DSB,371351,Yes, , 
Morse St Jr PS,180 Carlaw Ave,Toronto,M4M2R9,Toronto DSB,374733,Yes, , 
Msgr. John Corrigan C.S.,100 Royalcrest Rd,Toronto,M9V5B4,Toronto CDSB,732435,Yes, , 
Muirhead P.S.,25 Muirhead Rd,Toronto,M2J3W3,Toronto DSB,378577,Yes, , 
Native Learning Centre,83 Alexander St,Toronto,M4Y1B7,Toronto DSB,927708,Yes,Yes, 
Native Learning Centre- East ,..,Toronto,M1E3P5,Toronto DSB,915166,Yes, , 
Neil McNeil C. H.S.,127 Victoria Park Ave,Toronto,M4E3S2,Toronto CDSB,734080,Yes,Yes, 
Nelson Mandela Park PS,440 Shuter St,Toronto,M5A1X6,Toronto DSB,433624,Yes,Yes, 
Newtonbrook Seconday School,155 Hilda Ave,Toronto,M2M1V6,Toronto DSB,928810,Yes, , 
Niagara St PS,222 Niagara St,Toronto,M6J2L3,Toronto DSB,384879,Yes, , 
North Agincourt Jr. P.S.,60 Moran Rd,Toronto,M1S2J3,Toronto DSB,403075,Yes, , 
North Albion C.I.,2580 Kipling Ave,Toronto,M9V3B2,Toronto DSB,929468,Yes, ,Yes
North East Year Round Alternative,2900 Don Mills Rd,Toronto,M2J3B6,Toronto DSB,966722,Yes,Yes,Yes
Northern S.S.,851 Mount Pleasant Rd,Toronto,M4P2L5,Toronto DSB,930768,,Yes, 
Northview Heights Secondary School,550 Finch Ave W,Toronto,M2R1N6,Toronto DSB,931020,Yes, , 
Notre Dame H.S.,12 Malvern Ave,Toronto,M4E3E1,Toronto CDSB,738115,Yes,Yes, 
Oakridge Jr PS,110 Byng Ave,Toronto,M1N3P1,Toronto DSB,414387,Yes, , 
Oakwood C.I.,991 St Clair Ave W,Toronto,M6E1A3,Toronto DSB,932191,Yes, ,Yes
Oasis Alternative Secondary School,20 Brant St,Toronto,M5V2M1,Toronto DSB,932116,Yes,Yes, 
Oasis Skateboard Factory,..,Toronto,M5T2W6,..,…,Yes,Yes, 
Ogden Jr PS,33 Phoebe St,Toronto,M5T1A8,Toronto DSB,415812,Yes, , 
Orde PS ,18 Orde St,Toronto,M5T1N7,Toronto DSB,419710,Yes, , 
Ossington/Old Orchard PS,380 Ossington Ave,Toronto,M6J3A5,Toronto DSB,427772,, ,Yes
Our Lady of Fatima C.S.,3176 St Clair Ave E,Toronto,M1L1V6,Toronto CDSB,743704,Yes, , 
Our Lady of Grace C.S,121 Brimwood Blvd,Toronto,M1V1E5,Toronto CDSB,744565,Yes, , 
Our Lady of Guadalupe C.S.,3105 Don Mills Rd,Toronto,M2J3C2,Toronto CDSB,744751,Yes, , 
Our Lady of Lourdes C.S.,444 Sherbourne St,Toronto,M4X1K2,Toronto CDSB,746177,Yes, , 
Our Lady of the Assumption C.S.,125 Glenmount Ave,Toronto,M6B3C2,Toronto CDSB,748773,Yes, , 
Our Lady of Victory C.S.,70 Guestville Ave,Toronto,M6N4N3,Toronto CDSB,749290,Yes, , 
Pape Ave. Jr PS,220 Langley Ave,Toronto,M4K1B9,Toronto DSB,432849,Yes, , 
Park Lane P.S.,60 Park Lane Cir,Toronto,M3C2N2,Toronto DSB,431656,Yes, , 
Park Lawn Jr. M.S.,71 Ballacaine Dr,Toronto,M8Y4B6,Toronto DSB,433756,Yes, , 
Parkdale C.I.,209 Jameson Ave,Toronto,M6K2Y3,Toronto DSB,933759,Yes, , 
Parkdale PS  ,78 Seaforth Ave,Toronto,M6K3L2,Toronto DSB,434140,Yes,Yes, 
Pauline Jr PS,100 Pauline Ave,Toronto,M6H3M8,Toronto DSB,437522,Yes, , 
Percy Williams Junior Public School,35 White Heather Blvd,Toronto,M1V1P6,Toronto DSB,438014,Yes, , 
Perth Ave. Jr PS,14 Ruskin Ave,Toronto,M6P3P8,Toronto DSB,441554,, ,Yes
Pope Paul VI C.S.,270 Laughton Ave,Toronto,M6N2X5,Toronto CDSB,751405,Yes, , 
Precious Blood CS,1035 Pharmacy Ave,Toronto,M1R2G8,Toronto CDSB,751634,Yes, , 
Prince of Peace Catholic School,255 Alton Towers Cir,Toronto,M1V4E7,Toronto CDSB,752690,Yes, , 
Queen Alexandra Middle S.,181 Broadview Ave,Toronto,M4M2G3,Toronto DSB,461830,Yes, , 
Queen Victoria Jr PS,100 Close Ave,Toronto,M6K2V3,Toronto DSB,465739,Yes,Yes, 
R.H. King Academy,3800 St Clair Ave E,Toronto,M1M1V3,Toronto DSB,937266,Yes, , 
Ralph Thornton Centre,..,Toronto,M4M1H3,..,…,, ,Yes
Ranchdale P.S.,60 Ranchdale,Toronto,M3A2M3,Toronto DSB,474541,Yes, , 
Regal Rd. Jr PS,95 Regal Rd,Toronto,M6H2J6,Toronto DSB,479640,Yes, , 
Richview Collegiate Institute,1738 Islington Ave,Toronto,M9A3N2,Toronto DSB,938173,Yes, , 
Rivercrest Junior School,30 Harefield Dr,Toronto,M9W4C9,Toronto DSB,485756,Yes, , 
Riverdale C.I.,1094 Gerrard St E,Toronto,M4M2A1,Toronto DSB,939080,Yes, , 
Rockcliffe Middle School,400 Rockcliffe Blvd,Toronto,M6N4R8,Toronto DSB,488348,Yes, ,Yes
Rockford P.S.,50 Rockford,Toronto,M2R3A7,Toronto DSB,488488,Yes, , 
Roden Jr PS,151 Hiawatha Rd,Toronto,M4L2Y1,Toronto DSB,489000,Yes, , 
Rose Ave. PS,675 Ontario St,Toronto,M4X1N4,Toronto DSB,490300,Yes,Yes, 
Rouge Valley P.S.,30 Dunford,Toronto,M1B4X3,Toronto DSB,493120,Yes, , 
Runnymede CI,569 Jane St,Toronto,M6S4A3,Toronto DSB,939609,Yes, , 
Ryerson Community School,96 Denison Ave,Toronto,M5T1E4,Toronto DSB,495506,Yes,Yes, 
Sacred Heart C.S.,75 Hupfield Trail,Toronto,M1B4S3,Toronto CDSB,756334,Yes, , 
Salaheddin Islamic School,..,Toronto,M1K2C6,..,…,Yes, , 
San Romanoway Revitalization Association,..,Toronto,M3N2Y2,..,…,Yes,Yes, 
Santa Maria C.S.,25 Avon Ave,Toronto,M6N4X8,Toronto CDSB,763462,Yes, , 
SATEC @ WA Porter CI,40 Fairfax Cres,Toronto,M1L1Z9,Toronto DSB,949744,Yes, , 
Scarborough Centre for Alternative Studies,720 Midland Avenue,Toronto,M1K4C9,Toronto DSB,940445,,Yes,Yes
Scarlett Heights Entrepreneurial,15 Trehorne Dr,Toronto,M9P1N8,Toronto DSB,940518,Yes, , 
School of Experiential Education,40 McArthur St,Toronto,M9P3M7,Toronto DSB,940623,,Yes, 
School of Life Experience,24 Mountjoy Ave,Toronto,M4J1J6,Toronto DSB,940720,Yes, , 
SEED Alternative,885 Dundas St E,Toronto,M4M1R4,Toronto DSB,936669,Yes,Yes, 
Selwyn Elementary School,1 Selwyn Ave,Toronto,M4B3J9,Toronto DSB,505250,Yes, , 
Senator O'Connor College School,60 Rowena Drive,Toronto,M3A3R2,Toronto CDSB,763772,Yes, , 
Shirley St Jr PS,38 Shirley St,Toronto,M6K1S9,Toronto DSB,511102,Yes, , 
Silverthorn C.I.,291 Mill,Toronto,M9C1Y5,Toronto DSB,941425,Yes, , 
Silverthorn Community School,300 Kane Ave,Toronto,M6M3P1,Toronto DSB,287300,Yes,Yes, 
Sir Ernest MacMillan Sr. P.S.,149 Huntsmill Blvd,Toronto,M1W2Y2,Toronto DSB,515337,Yes, , 
Sir Oliver Mowat C.I,5400 Lawrence Ave E,Toronto,M1C2C6,Toronto DSB,941972,Yes, , 
Sir Wilfrid Laurier C.I.,145 Guildwood Pkwy,Toronto,M1E1P5,Toronto DSB,942200,Yes, , 
Sir William Osler H.S.,1050 Huntingwood Dr,Toronto,M1S3H5,Toronto DSB,942367,Yes, , 
South East Year Round Alternative Centre,720 Midland Avenue,Toronto,M1K4C9,Toronto DSB,960413,Yes,Yes,Yes
Sprucecourt Jr PS,70 Spruce St,Toronto,M5A2J1,Toronto DSB,528269,Yes,Yes, 
St Aidan C.S.,3521 Finch Ave E,Toronto,M1W2S2,Toronto CDSB,765759,Yes, , 
St Albert CS,1125 Midland Ave,Toronto,M1K4H2,Toronto CDSB,766038,Yes, , 
St Angela C.S.,220 Mount Olive Dr,Toronto,M9V3Z5,Toronto CDSB,769525,Yes, , 
St Anthony's C.S.,130 Shanly Street,Toronto,M6H1L9,Toronto CDSB,773735,Yes, , 
St Augustine C.S.,98 Shoreham Dr,Toronto,M3N1S9,Toronto CDSB,775444,Yes, , 
St Barbara C.S.,25 Janray Dr,Toronto,M1G1Y2,Toronto CDSB,775819,Yes, , 
St Barnabas C.S.,30 Washburn Way,Toronto,M1B1H3,Toronto CDSB,775843,Yes, , 
St Bartholomew C.S.,51 Heather Rd,Toronto,M1S2E2,Toronto CDSB,776637,Yes, , 
St Basil-the-Great College School,20 Starview Lane,Toronto,M9M3B2,Toronto CDSB,776360,Yes, , 
St Bede Catholic School,521 Sewells Rd,Toronto,M1B5H3,Toronto CDSB,776700,Yes, , 
St Bernard C.S.,12 Duckworth St,Toronto,M6M4W4,Toronto CDSB,778800,Yes, , 
St Bruno C.S.,402 Melita Cres,Toronto,M6G3X6,Toronto CDSB,781118,Yes, , 
St Catherine C.S.,30 Roanoke Rd,Toronto,M3A1E9,Toronto CDSB,781380,Yes, , 
St Charles Garnier C.S.,20 Stong Crt,Toronto,M3N2X9,Toronto CDSB,783510,Yes, , 
St Clare C.S.,124 Northcliffe Blvd,Toronto,M6E3K4,Toronto CDSB,784389,Yes, , 
St Columba C.S.,10 John Tabor Trail,Toronto,M1B1M9,Toronto CDSB,784990,Yes, , 
St Conrad C.S.,610 Roding St,Toronto,M3M2A5,Toronto CDSB,785334,Yes, , 
St Dorothy C.S.,155 John Garland Blvd,Toronto,M9V1N7,Toronto CDSB,787353,Yes, , 
St Dunstan C.S.,14 Pharmacy Ave,Toronto,M1L3E4,Toronto CDSB,787388,Yes, , 
St Edmund Campion C.S.,30 Highcastle Rd,Toronto,M1E4N1,Toronto CDSB,787663,Yes, , 
St Florence CS,101 Murison Blvd,Toronto,M1B2L6,Toronto CDSB,789992,Yes, , 
St Francis de Sales C.S.,333 Firgrove Cres,Toronto,M3N1K9,Toronto CDSB,791946,Yes,Yes, 
St Francis Xavier C.S.,53 Gracefield Ave,Toronto,M6L1L3,Toronto CDSB,792454,Yes, , 
St Gabriel Lalemant C.S.,160 Crow Trail,Toronto,M1B1Y3,Toronto CDSB,793868,Yes, , 
St Helen C.S.,1196 College St,Toronto,M6H1B8,Toronto CDSB,796611,Yes, , 
St Henry CS,100 Bamburgh Circle,Toronto,M1W3R3,Toronto CDSB,797073,Yes, , 
St Isaac Jogues C.S.,1330 York Mills Rd,Toronto,M3A1Z8,Toronto CDSB,798290,Yes, , 
St James C.S.,230 Humbercrest Blvd,Toronto,M6S4L3,Toronto CDSB,799343,Yes, , 
St Jean de Brebeuf Catholic School,101 Dean Park Rd,Toronto,M1B2X2,Toronto CDSB,800406,Yes, , 
St Jerome C.S.,111 Sharpecroft Blvd,Toronto,M3J1P5,Toronto CDSB,800775,Yes, , 
St John Bosco C E.S.,75 Holmesdale Rd,Toronto,M6E1Y2,Toronto CDSB,850306,Yes, , 
St John the Evangelist C.S.,23 George St,Toronto,M9N2B4,Toronto CDSB,802468,Yes, , 
St John Vianney CS,105 Thistledown Blvd,Toronto,M9V1J5,Toronto CDSB,805866,Yes, , 
St Josaphat C.S.,55 Pelham Ave,Toronto,M6N1A5,Toronto CDSB,805971,Yes, , 
St Joseph CS,176 Leslie St,Toronto,M4M3C7,Toronto CDSB,811564,Yes, , 
St Joseph Morrow Park,3379 Bayview Ave,Toronto,M2M3S4,Toronto CDSB,815160,Yes, , 
St Joseph's College School - Wellesley,74 Wellesley St W,Toronto,M5S1C4,Toronto CDSB,814954,Yes, , 
St Jude C.S.,3251 Weston Rd,Toronto,M9M2T9,Toronto CDSB,816370,Yes, , 
St Lawrence C.S.,2216 Lawrence Ave E,Toronto,M1P2P9,Toronto CDSB,817287,Yes, , 
St Leo CS,165 Stanley Ave,Toronto,M8V1P1,Toronto CDSB,818194,Yes, , 
St Luigi C.S.,2 Ruskin Ave,Toronto,M6P3P8,Toronto CDSB,820610,Yes, , 
St Luke C.S.,319 Ossington Ave,Toronto,M6J3A6,Toronto CDSB,820814,Yes, , 
St Marcellus CS,15 Denfield St,Toronto,M9R3H2,Toronto CDSB,821055,Yes, , 
St Marguerite Bourgeoys CS,75 Alexmuir Blvd,Toronto,M1V1H6,Toronto CDSB,689998,Yes, , 
St Maria Goretti CS,21 Kenmark Blvd,Toronto,M1K3N8,Toronto CDSB,822353,Yes, , 
St Mark C.S.,45 Cloverhill Rd,Toronto,M8Y1T4,Toronto CDSB,822876,Yes, , 
St Martha C.S.,1865 Sheppard Ave W,Toronto,M3L1Y5,Toronto CDSB,823597,Yes, , 
St Martin de Porres C.S.,230 Morningside Ave,Toronto,M1E3E1,Toronto CDSB,824305,Yes, , 
St Mary C.S.,20 Portugal Sq,Toronto,M6H1M4,Toronto CDSB,830933,Yes, , 
St Mary's Catholic SS,66 Dufferin Park Ave,Toronto,M6H1J6,Toronto CDSB,689831,Yes, ,Yes
St Matthew C.S.,18 Lavender Rd,Toronto,M6N2B5,Toronto CDSB,832367,Yes, , 
St Maurice C.S.,45 Kingsview Blvd,Toronto,M9R1T7,Toronto CDSB,832405,Yes, , 
St Michael's Elementary C.S.,50 George St S,Toronto,M5A4B2,Toronto CDSB,834491,Yes, , 
St Nicholas CS,33 Amarillo Dr,Toronto,M1J2P7,Toronto CDSB,836133,Yes, , 
St Nicholas of Bari C.S.,363 Rogers Rd,Toronto,M6E1R6,Toronto CDSB,836435,Yes, , 
St Paschal Baylon C.S.,15 St Paschal Crt,Toronto,M2M1X6,Toronto CDSB,836656,Yes, , 
St Patrick C.S.S.,49 Felstead Ave,Toronto,M4J1G3,Toronto CDSB,838268,Yes, , 
St Paul CS,80 Sackville St,Toronto,M5A3E5,Toronto CDSB,842540,Yes, , 
St Paul's Basilica C.S.,80 Sackville St,Toronto,M5A3A8,Toronto CDSB,842540,Yes, , 
St Raymond C.S.,270 Barton Ave,Toronto,M6G1R4,Toronto CDSB,848743,Yes, , 
St Rita C.S.,178 Edwin Ave,Toronto,M6P3Z9,Toronto CDSB,849138,Yes, , 
St Roch C.S.,174 Duncanwoods Dr,Toronto,M9L2E3,Toronto CDSB,849812,Yes, , 
St Rose of Lima C.S.,3220 Lawrence Ave E,Toronto,M1H1A4,Toronto CDSB,850047,Yes, , 
St Sebastian CS,717 Brock Ave,Toronto,M6H3P1,Toronto CDSB,850209,Yes, , 
St Stephen C.S.,55 Golfdown Dr,Toronto,M9W2H8,Toronto CDSB,850829,Yes, , 
St Stephen's Community House Youth Arcade,..,Toronto,M5T2L9,..,…,, ,Yes
St Sylvester C.S.,260 Silver Springs Blvd,Toronto,M1V1S4,Toronto CDSB,851078,Yes, , 
St Teresa C.S.,110 Tenth St,Toronto,M8V3G1,Toronto CDSB,762296,Yes, , 
St Theresa Shrine C.S.,2665 Kingston Rd,Toronto,M1M1M2,Toronto CDSB,852511,Yes, , 
St Thomas More C.S.,2300 Ellesmere Rd,Toronto,M1G3M7,Toronto CDSB,855650,Yes, , 
St Timothy C.S.,25 Rochelle Cres,Toronto,M2J1Y3,Toronto CDSB,856541,Yes, , 
St Ursula,215 Livingston Rd,Toronto,M1E1L8,Toronto CDSB,856932,Yes, , 
St Wilfred C.S.,1685 Finch Ave W,Toronto,M3J2G8,Toronto CDSB,859036,Yes, , 
St. Agatha C.S.,49 Cathedral Bluffs Dr,Toronto,M1M2T6,Toronto CDSB,765023,Yes, , 
St. Alphonsus C.S.,60 Atlas Ave,Toronto,M6C3N9,Toronto CDSB,767913,Yes, , 
St. Ambrose C.S.,20 Coules,Toronto,M8W2N9,Toronto CDSB,768537,Yes, , 
St. Andre C.S.,36 Yvonne,Toronto,M1S3A4,Toronto CDSB,845182,Yes, , 
St. Benedict C.S.,2202 Kipling Ave,Toronto,M9W4K9,Toronto CDSB,776980,Yes, , 
St. Bonaventure C.S. ,1340 Leslie St,Toronto,M3C2K9,Toronto CDSB,780235,Yes, , 
St. Brigid C.S.,50 Woodmount,Toronto,M4C3X9,Toronto CDSB,780880,Yes, , 
St. Charles C.S.,50 Claver Ave,Toronto,M6B2W1,Toronto CDSB,782963,Yes, , 
St. Demetrius C.S.,125 LaRose,Toronto,M9P1A6,Toronto CDSB,786276,Yes, , 
St. Dominic Savio C.S. ,50 Tideswell Blvd,Toronto,M1B5X3,Toronto CDSB,786756,Yes, , 
St. Edward C.S.,21 Eddfield,Toronto,M2N1A9,Toronto CDSB,788163,Yes, , 
St. Elizabeth Seton C.S.,25 Havenview,Toronto,M1S3A4,Toronto CDSB,789100,Yes, , 
St. Eugene C.S.,30 Westroyal Rd,Toronto,M9P2C3,Toronto CDSB,789690,Yes, , 
St. Gabriel C.S.,396 Spring Garden,Toronto,M1S3A4,Toronto CDSB,793620,Yes, , 
St. Ignatius of Loyola C.S.,2350 McCowan Rd,Toronto,M1S4B4,Toronto CDSB,798215,Yes, , 
St. Joachim C.S.,3395 St Clair Ave E,Toronto,M1L1W3,Toronto CDSB,801160,Yes, , 
St. John Paul II Catholic Secondary School,685 Military Trail,Toronto,M1E4P6,Toronto CDSB,751537,Yes, , 
St. John XXIII (formerly Blessed John XXIII),175 Grenoble Dr,Toronto,M3C3E7,Toronto CDSB,724122,Yes, , 
St. Kateri Tekakwitha C.S.,70 Margaret Ave,Toronto,M2J4C5,Toronto CDSB,689807,Yes, , 
St. Kevin C.S.,15 Murray Glen Dr,Toronto,M1R3J6,Toronto CDSB,816760,Yes, , 
St. Louis C.S.,11 Morgan Ave,Toronto,M8Y2Z7,Toronto CDSB,819239,Yes, , 
St. Margaret C.S.,85 Carmichael Ave,Toronto,M5M2X1,Toronto CDSB,821578,Yes, , 
St. Monica,14 Broadway Ave,Toronto,M4P1T4,Toronto CDSB,835480,Yes, , 
St. Raphael Catholic School,3 Gade Dr,Toronto,M3M2K2,Toronto CDSB,848220,Yes, , 
St. Richard C.S.,960 Bellamy Rd N,Toronto,M1H1H1,Toronto CDSB,848875,Yes, , 
St. Robert C.S.,70 BAINBRIDGE AVE,Toronto,M3H2K2,Toronto CDSB,849650,Yes, , 
St. Simon C.S. ,20 Wallasey Ave,Toronto,M9M1E2,Toronto CDSB,850381,Yes, , 
St. Thomas Aquinas C.S.,636 Glenholme Ave,Toronto,M6E3G9,Toronto CDSB,855243,Yes, , 
Stella Maris C.S.,31 Ascot Ave,Toronto,M6E1E6,Toronto CDSB,859591,Yes, , 
Stephen Leacock C.I.,2450 Birchmount Rd,Toronto,M1T2M5,Toronto DSB,945250,Yes, , 
Subway Academy I ,16 Phin Ave,Toronto,M4J3T2,Toronto DSB,946192,Yes, , 
Subway Academy II,64 Baldwin St,Toronto,M5T1L4,Toronto DSB,946338,Yes, , 
Sunny View PS,450 Blythwood Rd,Toronto,M4N1A9,Toronto DSB,543349,Yes, , 
Swansea P.S.,..,Toronto,M6S3J9,..,…,Yes, ,Yes
Terraview-Willowfield Public School,95 Pachino Blvd,Toronto,M1R4K1,Toronto DSB,609900,Yes, , 
The Grove Community S,8 Gladstone Avenue,Toronto,M6J3L2,Toronto DSB,526890,Yes, , 
The Hope Centre,..,Toronto,M1B4A1,..,…,Yes, , 
The Waterfront School,635 Queen's Quay W,Toronto,M5V3G3,Toronto DSB,555169,Yes, , 
Thistletown C.I.,20 Fordwich Cres,Toronto,M9W2T4,Toronto DSB,947407,Yes,Yes, 
Three Valleys Public School,76 Three Valleys Dr,Toronto,M3A3B7,Toronto DSB,553093,Yes, , 
Timberbank Junior Public School,170 Timberbank Blvd,Toronto,M1W2A3,Toronto DSB,556793,Yes, , 
Toronto Cheder,..,Toronto,M3H5V3,..,…,Yes,Yes, 
Toronto Kiwanis Boys & Girls Clubs,..,Toronto,M5A2J3,..,…,, ,Yes
Triangle Program (Oasis Alternative Secondary School),..,Toronto,M4K1A1,..,…,Yes,Yes, 
Vaughan Rd. Academy,529 Vaughan Rd,Toronto,M6C2R1,Toronto DSB,949221,Yes, , 
Victoria Park C.I.,15 Wallingford Rd,Toronto,M3A2V1,Toronto DSB,949353,Yes,Yes, 
West End Alternative S.S.,777 Bloor St W,Toronto,M6G1L6,Toronto DSB,928852,Yes,Yes, 
West Hill C.I.,350 Morningside Ave,Toronto,M1E3G3,Toronto DSB,951560,Yes, , 
West Humber C.I.,1675 Martin Grove Rd,Toronto,M9V3S3,Toronto DSB,951749,Yes, , 
West Preparatory Jr. P.S.,70 Ridge Hill Dr,Toronto,M6C2J6,Toronto DSB,597554,Yes, , 
Western Technical Commercial School,125 Evelyn Cres,Toronto,M6P3E3,Toronto DSB,951951,Yes, , 
Westmount Jr PS,95 Chapman Rd,Toronto,M9P1E9,Toronto DSB,602108,Yes, , 
Weston CI,100 Pine St,Toronto,M9N2Y9,Toronto DSB,952605,Yes, , 
Westview Centennial S.S.,755 Oakdale Rd,Toronto,M3N1W7,Toronto DSB,952818,Yes,Yes, 
Westwood Middle School,994 Carlaw Ave,Toronto,M4K3M6,Toronto DSB,603406,Yes, , 
Wexford Collegiate School for the Arts,1176 Pharmacy Ave,Toronto,M1R2H7,Toronto DSB,952990,Yes, , 
Wilkinson Jr PS,53 Donlands Ave,Toronto,M4J3N7,Toronto DSB,607177,Yes, , 
William G Miller Public School,60 Bennett Rd,Toronto,M1E3Y3,Toronto DSB,607568,Yes, , 
Willowdale Middle School,225 Senlac Rd,Toronto,M2R1P6,Toronto DSB,609773,Yes, , 
Winchester PS,15 Prospect St,Toronto,M4X1C7,Toronto DSB,613282,Yes,Yes, 
Winona Drive Senior PS,101 Winona Dr,Toronto,M6G3S8,Toronto DSB,615366,Yes, , 
Winston Churchill C.I.,2239 Lawrence Ave E,Toronto,M1P2P7,Toronto DSB,954039,Yes, , 
Woburn C.I.,2222 Ellesmere Rd,Toronto,M1G3M3,Toronto DSB,954160,Yes, , 
Woodbine Jr H.S.,2900 Don Mills Rd E,Toronto,M2J3B6,Toronto DSB,954373,Yes, , 
Yeshivas Yesodei Hatorah,..,Toronto,M5N2T8,..,…,Yes,Yes, 
York Humber S.S.,100 Emmett Ave,Toronto,M6M2E6,Toronto DSB,954640,Yes, , 
York Memorial C.I.,2690 Eglinton Ave W,Toronto,M6M1T9,Toronto DSB,954683,Yes,Yes, 
Yorkdale SS,38 Orfus Rd,Toronto,M6A1L6,Toronto DSB,954942,Yes,Yes, 
Zion Heights Jr. High School,5900 Leslie St,Toronto,M2H1J9,Toronto DSB,954993,Yes, , 
Ancaster P.S.,44 Ancaster Rd,Toronto ,M3K1S6,Toronto DSB,18929,Yes,,
Blessed Cardinal Newman Catholic High School,100 BRIMLEY RD,Toronto ,M1M3X4,Toronto CDSB,694193,Yes, , 
Blessed Trinity Catholic School,3205 Bayview Ave,Toronto ,M2K1G3,Toronto CDSB,690660,Yes, , 
Collège français élémentaire,100 Carlton rue,Toronto ,M5B1M3,CS Viamonde,117382,Yes, , 
Downtown Vocal Music Academy of Toronto,96 Dennison Avenue,Toronto ,M5T1E4,Toronto DSB,491997,Yes, , 
Kipling C.I.,380 The Westway,Toronto ,M9R1H4,Toronto DSB,920231,Yes, , 
Morrish Public School,61 Canmore Blvd,Toronto ,M1C3T7,Toronto DSB,373559,Yes, , 
Regina Mundi,70 Playfair Ave,Toronto ,M6B2P9,Toronto CDSB,752819,Yes, , 
St. Rene Goupil ,44 Port Royal Trail,Toronto ,M1V2G8,Toronto CDSB,849243,Yes, , 
Sts. Cosmas and Damian C.S.,111 Danesbury Ave,Toronto ,M6B3L3,Toronto CDSB,784435,Yes, , 
Yorkview P.S.,130 Yorkview Dr,Toronto ,M2R1K1,Toronto DSB,624594,Yes, , 
Tecumseth South E.S.,2124 10TH SIDEROAD RR 3,Tottemham,L0G1W0,Simcoe County DSB,521248,Yes,,Yes
Father F.X. O'Reilly School,235 Queen St N,Tottenham,L0G1W0,Simcoe Muskoka CDSB,706930,Yes,Yes,
St. James School,7332 St James Lane RR 1,Tottenham,L0G1W0,Simcoe Muskoka CDSB,798436,Yes,Yes,
"St. Thomas Aquinas CSS, Tottenham",2 Nolan Rd,Tottenham,L0G1W0,Simcoe Muskoka CDSB,773050,Yes,,
Tottenham Public School,21 Rogers Rd,Tottenham,L0G1W0,Simcoe County DSB,559075,Yes,,
Murray Centennial Public School,654 County Rd 40 1,Trenton,K8V5P4,Kawartha Pine Ridge DSB,380733,Yes,,Yes
Aldergrove Public School,150 Aldergrove Dr,Unionville,L3R6Z8,York Region DSB,14176,Yes,,
Bill Crothers Secondary School,44 Main Street,Unionville,L3R2E4,York Region DSB,939585,Yes,,Yes
Milliken Mills High School,7522 Kennedy Rd,Unionville,L3R9S5,York Region DSB,926817,Yes,,
Milliken Mills Public School,289 Risebrough Circuit,Unionville,L3R3J3,York Region DSB,365190,Yes,,
Parkview Public School,22 Fonthill Blvd,Unionville,L3R1V6,York Region DSB,435546,Yes,,
St. Benedict CES,50 Aldergrove Dr,Unionville,L3R7E4,York CDSB,777161,,,Yes
